Section Name,Short Title,Min Cred,Max Cred,BLDG,ROOM,DAYS,Start Time,End Time,Faculty Name,Avail Status,Prerequisites,Coreq,Notes,Location,Seats Available,Seat Capatcity
COM-102-01,EFFECTIVE SPEAKING & PRESENTA,3.0,0.0,MUPB,104,T,8:00 AM,10:30 AM,"Sackett, Scott",Open,,,,MC,15,15
COM-500-71L01,FIND YOUR VOICE: INTRO TO MC,3.0,0.0,,,,,,"Harris, Heather",Open,,,,SBUOL,20,20
COM-520-71L01,EMBRACING RESEARCH: MARKETING,3.0,0.0,,,,,,"Hoffmann, Pauline",Open,,,,SBUOL,20,20
COM-555-72L01,MASTERING THE RESEARCH: FIEL,1.0,0.0,,,,,,"LaDelfa, Gina",Open,,,,SBUOL,20,20
COM-580-72L01,EMBRACING THE AUDIENCE,3.0,0.0,,,,,,"Harris, Heather",Open,,,,SBUOL,20,20
COM-590-71L01,EMBRACING STRATEGIC THINKING,3.0,0.0,,,,,,"DeSimone, Kimberly",Open,,,,SBUOL,20,20
COM-620-72L01,INTEGRATING CREATIVE: STRATE,3.0,0.0,,,,,,"Lee, Jeremiah",Open,,,,SBUOL,20,20
COM-640-71L01,"INTEGRATING DIGITAL MEDIA, MO",3.0,0.0,,,,,,"Weinheimer, Megan",Open,,,,SBUOL,20,20
CRM-101-01,INTRO TO CRIMINOLOGY,3.0,0.0,PLAS,014,M,10:35 AM,1:05 PM,"Dombek, Andrew",Open,,,,MC,25,25
CRM-101-02,INTRO TO CRIMINOLOGY,3.0,0.0,PLAS,005,S,1:10 PM,3:40 PM,"Dombek, Andrew",Open,,,,MC,25,25
CRM-209-01,CRIMINOLOGICAL THEORY,3.0,0.0,PLAS,307,S,8:00 AM,10:30 AM,"Gavin, Samantha",Open,,,,MC,25,25
CRM-220-01,VICTIMOLOGY,3.0,0.0,,,,,,"Gavin, Samantha",Open,,,,OL,25,25
CRM-409-01,COMMUNITY POLICING,3.0,0.0,PLAS,008,S,10:35 AM,1:05 PM,"Elenchin, William",Open,,,,MC,15,15
CRM-420A-01,SP TOP: SERIAL KILLERS,3.0,0.0,PLAS,307,T,8:00 AM,10:30 AM,"Gavin, Samantha",Open,,,,MC,25,25
CRM-420L-01,SP TOP: GANGS IN AMERICA,3.0,0.0,PLAS,014,W,1:10 PM,3:40 PM,"Elenchin, William",Open,,,,MC,15,15
CRM-420M-01,SP TOP: INTRO TO CORRECTIONS,3.0,0.0,PLAS,014,T,10:35 AM,1:05 PM,"Dombek, Andrew",Open,,,,MC,25,25
CS-131-01,OBJECT ORIENTED PROGRAMMING,4.0,0.0,LIBR,LAB,S,1:10 PM,3:40 PM,"Schultz, Peter",Open,,,,MC,25,25
CS-132-01,ALGORITHMS & DATA STRUCTURES,4.0,0.0,WALS,203,W,10:35 AM,1:05 PM,"Smith, Alexander",Open,CS 131,,,MC,18,18
CS-243-01,DATABASE AND BIG DATA,3.0,0.0,WALS,203,M,8:00 AM,10:30 AM,"Sayed Sakkaff, Zahmeeth",Open,,,,MC,16,16
CS-254-01,COMPUTER NETWORKS,4.0,0.0,WALS,203,W,8:00 AM,10:30 AM,"Bopp, Christopher",Open,CS 132,,,MC,20,20
CS-258-01,MACHINE LEARNING,3.0,0.0,WALS,104,T,1:10 PM,3:40 PM,"Sayed Sakkaff, Zahmeeth",Open,,,,MC,16,16
CS-390-01,SOFTWARE ENGINEERING,3.0,0.0,WALS,103,S,10:35 AM,1:05 PM,"Bopp, Christopher",Open,,,,MC,20,20
CS-402-01,RESEARCH PRESENTATION,1.0,0.0,WALS,103,T,8:00 AM,10:30 AM,"Bopp, Christopher",Open,,,,MC,20,20
CS-491-01,INTERNSHIP IN COMPUTER SCI.,1.0,3.0,,,,,,"Bopp, Christopher",Open,,,,MC,10,10
CS-492-55,IND.STUDY IN COMP.SCIENCE,1.0,3.0,,,,,,"Bopp, Christopher",Open,,,,MC,0,0
CSL-131-01,OBJECT ORIENTED PROGRAM LAB,0.0,0.0,LIBR,LAB,M,,,"Schultz, Peter",Open,,,,MC,15,15
CSL-132-01,ALGORITHMS & DATA STRUCT LAB,0.0,0.0,WALS,104,W,,,"Smith, Alexander",Open,,,,MC,18,18
CSL-243-01,DATABASE AND BIG DATA LAB,1.0,0.0,WALS,101,T,,,"Sayed Sakkaff, Zahmeeth",Open,,,,MC,16,16
CSL-254-01,COMPUTER NETWORKS LAB,0.0,0.0,WALS,101,W,,,"Bopp, Christopher",Open,,,,MC,16,16
CSL-254-55,COMPUTER NETWORKS LAB,0.0,0.0,,,,,,"Bopp, Christopher",Open,,,,MC,0,0
CSL-258-01,MACHINE LEARNING LAB,1.0,0.0,WALS,101,TH,,,"Sayed Sakkaff, Zahmeeth",Open,,,,MC,16,16
CSL-390-01,SOFTWARE ENGINEERING LAB,0.0,0.0,WALS,103,M,,,"Bopp, Christopher",Open,,,,MC,20,20
CULT-102-01,ROMAN CIVILIZATION,3.0,0.0,PLAS,005,T,1:10 PM,3:40 PM,"Caliva Smart, Kathryn",Open,,,,MC,30,30
CULT-102-02,ROMAN CIVILIZATION,3.0,0.0,PLAS,005,T,8:00 AM,10:30 AM,"Caliva Smart, Kathryn",Open,,,,MC,30,30
CYB-202-01,CYBERSECURITY ETHICS,3.0,0.0,WALS,203,S,8:00 AM,10:30 AM,"Foerst, Anne",Open,,,,MC,20,20
CYB-354-01,INTRO TO NETWORK SECTURITY,3.0,0.0,WALS,101,M,10:35 AM,1:05 PM,"Kellogg, Brian",Open,,,,MC,16,16
CYB-411-01,INTRO TO PENETRATION TESTING,3.0,0.0,WALS,101,T,1:10 PM,3:40 PM,"Kellogg, Brian",Open,,,,MC,16,16
CYB-491-01,INTERNSHIP IN CYBERSECURITY,1.0,3.0,,,,,,"Kellogg, Brian",Open,,,,MC,25,25
CYB-501-72L01,SYSTEM ANALYSIS & INSTRUMENT,3.0,0.0,,,,,,"Kellogg, Brian",Open,,,,SBUOL,20,20
CYB-512-71L01,ENTERPRISE NETWORKS,3.0,0.0,,,,,,"O'Connell, Mark",Open,,,,SBUOL,20,20
CYB-515-71L01,ENTERPRISE SECURITY,3.0,0.0,,,,,,"Kellogg, Brian",Open,,,,SBUOL,15,15
CYB-516-72L01,ADVANCED CYBERSECURITY THREAT,3.0,0.0,,,,,,"Ghotbi, Pouya",Open,,,,SBUOL,20,20
CYB-518-71L01,ENTERPRISE RISK MANAGEMENT,3.0,0.0,,,,,,"O'Connell, Mark",Open,,,,SBUOL,20,20
CYB-526-72L01,MACHINE LEARNING IN CYB,3.0,0.0,,,,,,"Amanzadeh, Mohammad",Open,,,,SBUOL,20,20
CYBL-354-01,INTRO TO NETWORK SECURITY LAB,1.0,0.0,WALS,101,T,,,"Kellogg, Brian",Open,,,,MC,16,16
CYBL-354-55,INTRO TO NETWORK SECURITY LAB,1.0,0.0,,,,,,"Kellogg, Brian",Open,,,,MC,0,0
CYBL-411-01,INTRO TO PENETRATION TEST LAB,1.0,0.0,WALS,101,TH,,,"Kellogg, Brian",Open,,,,MC,16,16
CYBL-411-55,INTRO TO PENETRATION TEST LAB,1.0,0.0,,,,,,"Kellogg, Brian",Open,,,,MC,0,0
ECED-240-01,FOUND EARLY CHILDHOOD EDUC,3.0,0.0,LIBR,LWRSEMRM,S,8:00 AM,10:30 AM,"Andrews, Kathryn",Open,,,,MC,25,25
ECED-420-01,CURR/ASSMT EARLY CHILDHD EDUC,3.0,0.0,LIBR,LWRSEMRM,T,8:00 AM,10:30 AM,"Andrews, Kathryn",Open,,,,MC,25,25
ECO-101-01,MICROECONOMIC PRINCIPLES,3.0,0.0,WALS,G21,W,8:00 AM,10:30 AM,"Wilson, David",Open,,,,MC,48,48
ECO-101-02,MICROECONOMIC PRINCIPLES,3.0,0.0,WALS,G21,S,10:35 AM,1:05 PM,"Wilson, David",Open,,,,MC,75,75
ECO-102-01,MACROECONOMIC PRINCIPLES,3.0,0.0,SWAN,209,S,10:35 AM,1:05 PM,"Posmanick, Benjamin",Open,,,,MC,48,48
ECO-102-02,MACROECONOMIC PRINCIPLES,3.0,0.0,SWAN,209,W,1:10 PM,3:40 PM,"Posmanick, Benjamin",Open,,,,MC,48,48
ECO-102-03,MACROECONOMIC PRINCIPLES,3.0,0.0,SWAN,209,M,10:35 AM,1:05 PM,"Posmanick, Benjamin",Open,,,,MC,40,40
ECO-308-01,ENVIRONMENTAL ECONOMICS,3.0,0.0,SWAN,209,W,8:00 AM,10:30 AM,"Posmanick, Benjamin",Open,,,,MC,20,20
ECO-313-01,INTERMEDIATE MICROECONOMICS,3.0,0.0,SWAN,203,W,1:10 PM,3:40 PM,"Wilson, David",Open,"ECO 101, AND (MATH 122 OR MATH 151)",,,MC,25,25
ECO-313-55,INTERMEDIATE MICROECONOMICS,3.0,0.0,,,,,,"Wilson, David",Open,"ECO 101, AND (MATH 122 OR MATH 151)",,,MC,30,30
ECO-490-55,ECONOMICS SEMINAR,3.0,0.0,,,,,,"Posmanick, Benjamin",Open,,,,MC,0,0
ED/ECED-490-01,STD TCH ELEM/EARLY CHILDHOOD,5.0,0.0,,,F,,,"Morris, Jon",Open,,,,MC,25,25
ED/SPED-491-01,ELEM/SPED STUDENT TCH:INTERM,5.0,0.0,,,F,,,"Morris, Jon",Open,,,,MC,25,25
EDL-522-F1L01,SCH/COMM RELATIONSHIPS,3.0,0.0,,,S,,,"Bovino, Stephen",Open,,,"course meets syncronously on 2/3, 3/23 and 4/20.",OL,20,20
EDL-599C-F1L01,INTERNSHIP/PRACTI SUPERVISION,0.0,0.0,,,,,,"Bynoe, Tyrone",Open,,,,OL,18,18
EDL-620-F1L01,THE SUPERINTENDENCY,3.0,0.0,,,S,,,"Morris, Genelle",Open,EDL-515,,course meets syncrounously 2/3 3/23 & 4/20,OL,18,18
EDL-698A-F1L01,SCH DISTR LDR PRACTICUM,1.0,0.0,,,,,,"Bodziak, James",Open,,,,OL,18,18
EDL-698B-F1L01,SCH DISTR LDR INTERNSHP,2.0,0.0,,,,,,"Bodziak, James",Open,,,,OL,18,18
EDL-698C-F1L01,INTERNSHIP/PRACTICUM SUPERVIS,0.0,0.0,,,,,,"Bodziak, James",Open,,,,OL,18,18
EDUC-099A-WKSP1,SAFE SCHOOLS WORKSHOP 2/13,0.0,0.0,PLAS,007,T,,,"Morris, Jon",Open,,,,MC,20,20
EDUC-099A-WKSP2,SAFE SCHOOLS WORKSHOP 3/5,0.0,0.0,PLAS,121,T,,,"Morris, Jon",Open,,,,MC,20,20
EDUC-099B-WKSP1,CHILD ABUSE PREVENTION 2/8,0.0,0.0,PLAS,007,TH,,,"Ball, Melissa",Open,UG ONLY,,,MC,20,20
EDUC-099B-WKSP2,CHILD ABUSE PREVENTION 3/14,0.0,0.0,PLAS,124,TH,,,"Ball, Melissa",Open,UG ONLY,,,MC,20,20
EDUC-099D-WKSP1,CULTURAL DIVERSITY WKSP 2/21,0.0,0.0,,,W,,,"Schrems, Tracy",Open,,,crosslisted with EDUC 599D WKSP1,OL,20,20
EDUC-099D-WKSP2,CULTURAL DIVERSITY WKSP 3/13,0.0,0.0,,,W,,,"Schrems, Tracy",Open,,,crosslisted with EDUC 599D WKSP2,OL,40,40
EDUC-099F-WKSP1,ANTI-BULLYING WORKSHOP 3/16,0.0,0.0,PLAS,007,S,,,"Robinson, Jill",Open,,,online portion due by 3/8/24,MC,20,20
EDUC-099F-WKSP2,ANTI-BULLYING WORKSHOP 4/27,0.0,0.0,PLAS,121,S,,,"Robinson, Jill",Open,,,online portion due by 4/19/24,MC,20,20
EDUC-101-01,SOC FND OF AMERICAN EDUCATION,3.0,0.0,DELA,106,W,8:00 AM,10:30 AM,"Dombek, Donna",Open,,,,MC,25,25
EDUC-101-02,SOC FND OF AMERICAN EDUCATION,3.0,0.0,PLAS,014,M,1:10 PM,3:40 PM,"Dombek, Donna",Open,,,,MC,25,25
EDUC-210-01,HUMAN DEV & LEARNING,3.0,0.0,PLAS,014,M,8:00 AM,10:30 AM,"Brown, Adam",Open,,,,MC,25,25
EDUC-210-02,HUMAN DEV & LEARNING,3.0,0.0,PLAS,014,T,8:00 AM,10:30 AM,"Brown, Adam",Open,,,,MC,25,25
EDUC-212-01,INTERMEDIATE SIGN LANGUAGE,3.0,0.0,PLAS,009,M,,,"Reisner, Angela",Open,,,,MC,15,15
EDUC-212-02,INTERMEDIATE SIGN LANGUAGE,3.0,0.0,PLAS,009,T,,,"Reisner, Angela",Open,,,,MC,15,15
EDUC-214-01,HONORS HUMAN DEV & LEARNING,3.0,0.0,PLAS,011,T,1:10 PM,3:40 PM,"Brown, Adam",Open,HONORS STUDENTS ONLY ,,,MC,15,15
EDUC-250-01,ADOLESCENT DEV & LEARNING,3.0,0.0,PLAS,013,M,10:35 AM,1:05 PM,"Schrems, Tracy",Open,,,,MC,30,30
EDUC-270-01,ENGLISH LANG LEARNERS K-12,3.0,0.0,PLAS,307,T,10:35 AM,1:05 PM,"Fisher, Anne-Claire",Open,EDUC 201 & EDUC 210,,,MC,25,25
EDUC-304-01,"METHODS,MODELS,& MANAGEMENT",3.0,0.0,PLAS,124,W,1:10 PM,3:40 PM,"Hunt, Christine",Open,"EDUC 201, EDUC 210,  EDUC 220 & SPED 230",,,MC,20,20
EDUC-310-01,M/M:TCH ELEM SS & LANG ARTS,3.0,0.0,PLAS,124,MW,,,"Hunt, Christine",Open,"EDUC 201, EDUC 210, EDUC 220 & SPED 230",,,MC,20,20
EDUC-312X-01,DEVELOPMENTAL READING,3.0,0.0,PLAS,124,W,10:35 AM,1:05 PM,"Hunt, Christine",Open,"EDUC 201, EDUC 210, EDUC 220 & SPED 230",,,MC,20,20
EDUC-401-01,DIAG/PRESCRIPTIVE READING,3.0,0.0,PLAS,124,T,8:00 AM,10:30 AM,"Dombek, Donna",Open,EDUC 304,,,MC,20,20
EDUC-425-01,ORGANIS/ASSESSMT ELEM CLASSRM,3.0,0.0,PLAS,124,H,,,"Dombek, Donna",Open,EDUC 304,,,MC,20,20
EDUC-430-01,M/M OF TEACHING ELEM STEAM,3.0,0.0,PLAS,124,S,8:00 AM,10:30 AM,"Dombek, Donna",Open,,,,MC,20,20
EDUC-432-55,INDEPENDENT STUDY/RESRCH ASST,1.0,3.0,,,,,,"Brown, Adam",Open,INSTRUCTOR CONSENT REQUIRED,,,MC,0,0
EDUC-432-56,INDEPENDENT STUDY/RESRCH ASST,1.0,3.0,,,,,,"Hauser, Rene",Open,INSTRUCTOR CONSENT REQUIRED,,,MC,0,0
EDUC-490-01,ELEM STUDENT TEACHING:PRIMARY ,5.0,0.0,,,F,,,"Morris, Jon",Open,,,,MC,25,25
EDUC-491-01,ELEM STUD TEACH:INTERMEDIATE,5.0,0.0,,,F,,,"Morris, Jon",Open,,,,MC,25,25
EDUC-499-01,"SR SEM:CUR ISS, ASSESS & REFL",3.0,0.0,,,M,,,"Andrews, Kathryn",Open,,,,OL,25,25
EDUC-499-02,"SR SEM:CUR ISS, ASSESS & REFL",3.0,0.0,,,,,,"Schrems, Tracy",Open,,,,OL,25,25
EDUC-500-F1L01,RESEARCH METHODS IN EDUC PROF,3.0,0.0,,,,,,"Andrews, Kathryn",Open,,,,OL,20,20
EDUC-505-71L01,TECH FOR EDUC PROFESSIONALS,3.0,0.0,,,,,,"Straus, Aaron",Open,,,,OL,20,20
EDUC-599A-WKSP1,SAFE SCHOOLS WKSP 4/16,0.0,0.0,,,T,,,"Morris, Jon",Open,,,,SBUOL,20,20
EDUC-599B-WKSP1,CHILD ABUSE PREV 4/11,0.0,0.0,,,TH,,,"Ball, Melissa",Open,,,,SBUOL,20,20
EDUC-599D-WKSP1,CULT DIVER WKSP 2/21,0.0,0.0,WALS,G21,W,,,"Schrems, Tracy",Open,,,crosslisted with EDUC 099D WKSP1,MC,20,20
EDUC-599J-WKSP1,ANTI-BULLYING WORKSHOP 2/17,0.0,0.0,,,S,,,"Robinson, Jill",Open,,,online portion due by 2/9/24,SBUOL,20,20
EDUC-615-F1L01,USING DATA FOR SCH/IMPROV.,3.0,0.0,,,S,,,"Bynoe, Tyrone",Open,,,course meets syncronously 2/3 3/16 & 4/13,OL,20,20
ENG-101-01,WRITING I,3.0,0.0,PLAS,009,S,1:10 PM,3:40 PM,"Sullivan, Sara",Open,,,,MC,20,20
ENG-101-02,WRITING I,3.0,0.0,PLAS,009,T,1:10 PM,3:40 PM,"Sullivan, Sara",Open,,,,MC,20,20
ENG-101-03,WRITING I,3.0,0.0,PLAS,009,M,8:00 AM,10:30 AM,"Sullivan, Sara",Open,,,,MC,20,20
ENG-101-04,WRITING I,3.0,0.0,WALS,204,M,8:00 AM,10:30 AM,"King, Matt",Open,,,,MC,20,20
ENG-101-05,WRITING I,3.0,0.0,PLAS,009,T,8:00 AM,10:30 AM,"Sullivan, Sara",Open,,,,MC,20,20
ENG-101-06,WRITING I,3.0,0.0,WALS,204,T,8:00 AM,10:30 AM,"King, Matt",Open,,,,MC,20,20
ENG-101-07,WRITING I,3.0,0.0,PLAS,007,S,8:00 AM,10:30 AM,"Gilliland, Donald",Open,,,,MC,20,20
ENG-102-01,WRITING II,3.0,0.0,MUPB,103,T,10:35 AM,1:05 PM,"Smith, Caitlin",Open,,,,MC,20,20
ENG-102-02,WRITING II,3.0,0.0,MUPB,103,M,10:35 AM,1:05 PM,"Smith, Caitlin",Open,,,,MC,20,20
ENG-102-03,WRITING II,3.0,0.0,PLAS,010,M,10:35 AM,1:05 PM,"Mulryan, Sandra",Open,,,,MC,20,20
ENG-102-04,WRITING II,3.0,0.0,PLAS,010,W,8:00 AM,10:30 AM,"Mulryan, Sandra",Open,,,,MC,20,20
ENG-102-05,WRITING II,3.0,0.0,MUPB,105,S,10:35 AM,1:05 PM,"Colton, Adam",Open,,,,MC,20,20
ENG-102-06,WRITING II,3.0,0.0,PLAS,007,S,1:10 PM,3:40 PM,"Ellis, Daniel",Open,,,,MC,20,20
ENG-102-07,WRITING II,3.0,0.0,PLAS,007,T,1:10 PM,3:40 PM,"Bussman, Jason",Open,,,,MC,20,20
ENG-102-08,WRITING II,3.0,0.0,PLAS,007,M,8:00 AM,10:30 AM,"Bussman, Jason",Open,,,,MC,20,20
ENG-102-09,WRITING II,3.0,0.0,DELA,117,M,8:00 AM,10:30 AM,"Ellis, Daniel",Open,,,,MC,20,20
ENG-102-10,WRITING II,3.0,0.0,PLAS,007,T,8:00 AM,10:30 AM,"Bussman, Jason",Open,,,,MC,20,20
ENG-102-11,WRITING II,3.0,0.0,PLAS,201,S,8:00 AM,10:30 AM,"Harris, Kaplan",Open,,,,MC,20,20
ENG-102-12,WRITING II,3.0,0.0,DELA,106,S,8:00 AM,10:30 AM,"Hall, Joseph",Open,,,,MC,20,20
ENG-102-13,WRITING II,3.0,0.0,DELA,106,H,,,"Hall, Joseph",Open,,,,MC,20,20
ENG-102-14,WRITING II,3.0,0.0,PLAS,014,MW,,,"Colton, Adam",Open,,,,MC,20,20
ENG-102-15,WRITING II,3.0,0.0,PLAS,307,H,,,"Heaney, Brendan",Open,,,,MC,20,20
ENG-102-16,WRITING II,3.0,0.0,PLAS,307,H,,,"Heaney, Brendan",Open,,,,MC,20,20
ENG-204-01,ENGLISH LITERATURE II,3.0,0.0,PLAS,307,M,1:10 PM,3:40 PM,"Matz, Lauren",Open,,,,MC,25,25
ENG-213-01,POPULAR LIT.,3.0,0.0,PLAS,007,W,1:10 PM,3:40 PM,"Smith, Caitlin",Open,,,,MC,20,20
ENG-213-02,POPULAR LIT.,3.0,0.0,PLAS,007,M,1:10 PM,3:40 PM,"Smith, Caitlin",Open,,,,MC,20,20
ENG-221-01,AMERICAN LITERATURE II,3.0,0.0,PLAS,010,S,1:10 PM,3:40 PM,"Harris, Kaplan",Open,,,,MC,25,25
ENG-221-02,AMERICAN LITERATURE II,3.0,0.0,PLAS,010,T,1:10 PM,3:40 PM,"Harris, Kaplan",Open,,,,MC,25,25
ENG-250-01,ADV ORAL & WRITTEN COMM.,3.0,0.0,PLAS,014,W,10:35 AM,1:05 PM,"King, Matt",Open,CLAR 111,,,MC,16,16
ENG-260-01,PROFESSIONAL COMMUNICATION,3.0,0.0,MUPB,102,T,8:00 AM,10:30 AM,"Smyczek, Jeremy",Open,CLAR-111,,,MC,16,16
ENG-260-02,PROFESSIONAL COMMUNICATION,3.0,0.0,MUPB,102,S,8:00 AM,10:30 AM,"Smyczek, Jeremy",Open,CLAR-111,,,MC,16,16
ENG-275-01,RHETORICAL CRITICISM & THEORY,3.0,0.0,MUPB,102,H,,,"Smyczek, Jeremy",Open,,,,MC,16,16
ENG-328-55,SMALL PRESS PUBLISHING & EDIT,3.0,0.0,,,,,,"Harris, Kaplan",Open,,,,MC,0,0
ENG-329-01,BOOK HISTORY,3.0,0.0,MUPB,104,S,10:35 AM,1:05 PM,"Matz, Lauren",Open,,,,MC,16,16
ENG-350-01,CREATIVE WRITING:NARRATIVE II,3.0,0.0,PLAS,121,T,1:10 PM,3:40 PM,"Hall, Joseph",Open,,,,MC,16,16
ENG-351-01,CREATIVE WRITING: POETRY II,3.0,0.0,PLAS,121,M,8:00 AM,10:30 AM,"Hall, Joseph",Open,,,,MC,16,16
ENG-380-01,WORLD LITERATURE,3.0,0.0,PLAS,201,T,8:00 AM,10:30 AM,"Harris, Kaplan",Open,,,,MC,25,25
ENG-423-01,SHAKESPEARE I,3.0,0.0,PLAS,005,S,8:00 AM,10:30 AM,"Ellis, Daniel",Open,,,,MC,25,25
ENG-491-01,ENGLISH INTERNSHIP,1.0,3.0,,,,,,"Smyczek, Jeremy",Open,,,,MC,20,20
ENG-498A-01,SENIOR PORTFOLIO,0.0,0.0,,,,,,"King, Matt",Open,,,,MC,20,20
ENG-COMPS-UG,COMPREHENSIVES UG,0.0,0.0,,,,,,"Matz, Lauren",Open,,,,MC,20,20
ENV-242FE-01,SP TOP:FILM & THE ENVIRONMENT,3.0,0.0,DELA,123,M,,,"Vogel, Kevin",Open,,,,MC,16,16
ENV-320-01,ENVIRONMENTAL LAW & POLICY,3.0,0.0,DELA,212,H,,,"Abraham, Gary",Open,,,,MC,16,16
ENV-401A-01,SENIOR CAPSTONE PROJECT,1.0,0.0,DELA,316,W,10:35 AM,1:05 PM,"Altman, Karie",Open,,,,MC,8,8
FIN-210-01,MONEY MANAGEMENT SEMINAR,1.0,0.0,SWAN,101,MW,,,"Mahar, James",Open,,,"CROSSLISTED WITH FIN 410 01, FIN 420 01 & MBA 630 F1F01",MC,20,20
FIN-301-01,CORPORATION FINANCE,3.0,0.0,SWAN,101,S,1:10 PM,3:40 PM,"Amira, Khaled",Open,"ECO 101, ACCT 201 & QMX 211",,,MC,30,30
FIN-301-02,CORPORATION FINANCE,3.0,0.0,SWAN,101,T,1:10 PM,3:40 PM,"Amira, Khaled",Open,"ECO 101, ACCT 201 & QMX 211",,,MC,30,30
FIN-301-03,CORPORATION FINANCE,3.0,0.0,SWAN,101,M,8:00 AM,10:30 AM,"Amira, Khaled",Open,"ECO 101, ACCT 201 & QMX 211",,,MC,30,30
FIN-322-01,FINANCIAL INST. & MARKETS,3.0,0.0,SWAN,101,S,10:35 AM,1:05 PM,"Tripathi, Janhavi Shankar",Open,FIN 321,,,MC,30,30
FIN-322-02,FINANCIAL INST. & MARKETS,3.0,0.0,SWAN,101,W,1:10 PM,3:40 PM,"Tripathi, Janhavi Shankar",Open,FIN 321,,,MC,30,30
FIN-402-01,PROBLEMS IN FINANCE,3.0,0.0,SWAN,109,M,1:10 PM,3:40 PM,"Mahar, James",Open,FIN 401,,,MC,48,48
FIN-402-55,PROBLEMS IN FINANCE,3.0,0.0,,,,,,"Mahar, James",Open,FIN 401,,,MC,35,35
FIN-410-01,STUDENT INVESTMENT FUND,3.0,0.0,SWAN,101,MW,,,"Mahar, James",Open,FIN 301,,"CROSSLISTED WITH FIN 210 01, FIN 420 01, & MBA 630 F1F01",MC,20,20
FIN-420-01,STUDENT INVESTMENT FUND II,3.0,0.0,SWAN,101,MW,,,"Mahar, James",Open,FIN 410 ,,"CROSSLISTED WITH FIN 210 01, FIN 410 01, & MBA 630 F1F01",MC,20,20
FIN-421-01,INVESTMENTS,3.0,0.0,MUPB,AUD,M,3:45 PM,6:15 PM,"Gallagher, Michael",Open,FIN 301,,,MC,25,25
FIN-421-02,INVESTMENTS,3.0,0.0,MUPB,AUD,M,3:45 PM,6:15 PM,"Gallagher, Michael",Open,FIN 301,,,MC,25,25
FIN-499L-71H01,GLOBAL BUS TRAVEL SEM LONDON,3.0,0.0,,,,,,"Amira, Khaled",Open,,,"This course introduces students to London as a transcendent�center of global business, where you will meet business leaders,�tour the boardrooms and trading floors of leading firms, and be�immersed in British business culture.  Includes 3 in-person�meetings on campus and an a travel component during the spring�break:  Feb 25 - March 3 2024",MC,15,15
FREN-102-01,ELEM. FRENCH II,3.0,0.0,PLAS,009,T,10:35 AM,1:05 PM,"Imhoff, Guy",Open,FREN 101,,,MC,22,22
FREN-202-01,INTERMED FRENCH II,3.0,0.0,WALS,201,T,8:00 AM,10:30 AM,"Imhoff, Guy",Open,FREN 201,,,MC,25,25
FREN-202-55,INTERMED FRENCH II,3.0,0.0,,,,,,"Imhoff, Guy",Open,FREN 201,,,MC,0,0
FRES-101-01,ENCOURAGING ACADEMIC SUCCESS,0.0,0.0,PLAS,121,W,,,"Oberholzer, Zanre",Open,,,,MC,0,0
FRES-101-02,ENCOURAGING ACADEMIC SUCCESS,0.0,0.0,PLAS,121,W,,,"Oberholzer, Zanre",Open,,,,MC,0,0
HEOP-SS04-01,SEMINAR (0 CRED EQ),0.0,0.0,PLAS,013,W,,,"Eddy, Brooke",Open,,,,MC,0,0
HIST-102-01,EUROPE SINCE 1815,3.0,0.0,PLAS,005,M,10:35 AM,1:05 PM,"Henning, Lori",Open,,,,MC,30,30
HIST-102-02,EUROPE SINCE 1815,3.0,0.0,PLAS,014,S,10:35 AM,1:05 PM,"Henning, Lori",Open,,,,MC,30,30
HIST-202-01,U.S. HISTORY SINCE 1865,3.0,0.0,PLAS,005,W,8:00 AM,10:30 AM,"Pitt, Steven",Open,,,,MC,30,30
HIST-202-02,U.S. HISTORY SINCE 1865,3.0,0.0,PLAS,005,S,10:35 AM,1:05 PM,"Pitt, Steven",Open,,,,MC,30,30
HIST-202-03,U.S. HISTORY SINCE 1865,3.0,0.0,PLAS,201,W,8:00 AM,10:30 AM,"Payne, Phillip",Open,,,,MC,30,30
HIST-251-01,WORLD HISTORY SINCE 1450,3.0,0.0,PLAS,013,W,1:10 PM,3:40 PM,"Dalton, William",Open,,,,MC,30,30
HIST-251-02,WORLD HISTORY SINCE 1450,3.0,0.0,PLAS,201,S,10:35 AM,1:05 PM,"Dalton, William",Open,,,,MC,30,30
HIST-327-01,FRENCH REVOLUTION/NAPOLEON,3.0,0.0,PLAS,306,S,8:00 AM,10:30 AM,"Henning, Lori",Open,INTENSIVE COURSE�HISTORY MAJORS ONLY,,,MC,20,20
HIST-394C-01,WOMEN IN EAST ASIA,3.0,0.0,PLAS,013,W,8:00 AM,10:30 AM,"Dalton, William",Open,,,crosslisted with WS 366 01 ,MC,10,10
HIST-394W-01,SP TOP:HISTORY THROUGH FILM,3.0,0.0,PLAS,011,WM,1:10 PM,3:40 PM,"Dalton, William",Open,,,crosslisted with IS 350 01 ,MC,11,11
HIST-419-01,DIGITAL HIST & ARCHIVAL PRAC,3.0,0.0,LIBR,LAB,S,10:35 AM,1:05 PM,"Payne, Phillip",Open,,,,MC,20,20
HIST-450-01,PIRACY DURING THE AGE OF SAIL,3.0,0.0,LIBR,LWRSEMRM,M,1:10 PM,3:40 PM,"Pitt, Steven",Open,,,,MC,20,20
HIST-492A-01,VIETNAM (AHRP),3.0,0.0,PLAS,219,T,,,"Henning, Lori",Open,,,,MC,20,20
